production_budget,worldwide_gross,title_year,aspect_ratio,duration,duration.1,cast_total_facebook_likes,budget,imdb_score,gross
22000000,92542418,2001,1.85,132,132,3152,22000000,7.6,40270895
22000000,57520063,2005,2.35,112,112,2019,22000000,6.6,36020063
22000000,41771168,2009,1.85,108,108,16031,21000000,6.5,33313582
22000000,70536870,2013,2.35,105,105,1006,26000000,6.4,30659817
22000000,63504795,2016,1.85,106,106,38494,22000000,6.4,29997095
22000000,33762400,2001,2.35,104,104,11632,22000000,6.9,30059386
22000000,25842377,1993,2.35,115,115,13619,22000000,7.4,25842000
22000000,45273464,2005,1.85,83,83,1729,22000000,4.6,22264487
22000000,25044057,2008,2.35,104,104,2453,22000000,5.8,20668843
22000000,51695362,2013,2.35,100,100,39989,22000000,6.5,19783777
22000000,25873142,2001,1.85,96,96,664,22000000,5.9,19351569
22000000,19288130,1999,1.85,142,142,5386,22000000,6.6,19283782
22000000,22861785,2001,2.35,106,106,4239,30000000,5.8,17951431
22000000,69698495,2015,2.35,96,96,1411,25000000,5.1,16027866
22000000,14252830,2001,1.85,98,98,3769,22000000,5.3,14252830
22000000,13555988,2000,1.85,95,95,2216,22000000,5.7,13555988
22000000,20034713,2004,2.35,107,107,8094,22000000,6.7,12784713
22000000,15434375,2013,2.35,116,116,24134,22000000,6.8,11326836
22000000,10696210,1993,1.85,104,104,3148,23500000,3.9,10696210
22000000,9818792,1999,2.35,77,77,5568,22000000,3.8,9694105
22000000,6047691,2001,1.85,104,104,4221,22000000,4.1,5974653
22000000,5000000,1970,2.35,143,143,788,25000000,6.2,5000000
22000000,9448623,2004,2.35,114,114,42484,40455386.33,6.4,4829497
22000000,19563579,2014,2.35,92,92,14617,22000000,6.3,2963012
22000000,4065020,2010,2.35,105,105,37766,22000000,5.4,1796024
22000000,23134075,2005,2.35,116,116,773,22000000,7.8,1050445
21600000,12000000,1977,1.85,92,92,1011,12000000,7.7,48319332.87
21600000,791154,2007,2.35,120,120,1651,16000000,7.3,634277
21500000,92987651,2007,2.35,119,119,3284,25000000,7.3,49024969
21500000,24419219,1999,2.35,117,117,13576,21500000,7.2,24362501
21500000,74363777,2012,1.85,112,112,1205,17000000,6.3,16684352
21000000,236412453,2012,2.35,122,122,72115,21000000,7.8,132088910
21000000,52037603,1999,1.85,81,81,3003,21000000,7.8,52008288
21000000,45785720,1982,2.35,136,136,16805,21000000,5.9,46700000
21000000,42273609,1993,1.85,96,96,1254,17000000,4.8,42660000
21000000,43728560,2001,1.85,106,106,18630,21000000,6.3,40219708
21000000,38017873,2010,1.85,133,133,6035,40455386.33,6,37721949
21000000,43632609,2007,1.85,123,123,3994,21000000,7.5,36581633
21000000,39319801,2008,2.35,110,110,4089,20000000,6.6,24848292
21000000,81452811,2011,2.35,127,127,46241,20000000,7.1,24104113
21000000,17760244,1999,1.85,104,104,3162,21000000,4.6,17757087
21000000,17589867,2008,2.35,120,120,6212,21000000,6.1,16284360
21000000,10108016,2009,2.35,98,98,1997,17000000,7.1,9430988
21000000,6830957,2002,2.35,112,112,16692,21000000,6.7,6830957
21000000,5046038,2011,2.35,91,91,34705,21000000,6.7,958319
20500000,69701637,1982,2.35,114,114,3688,35000000,5.8,69700000
20500000,30241435,2006,2.35,90,90,19952,20000000,4.7,20259297
20000000,389925971,1981,2.35,115,115,12906,18000000,8.5,242374454
20000000,358994850,1992,1.85,120,120,7860,18000000,6.6,173585516
20000000,337700000,1977,2.35,135,135,1591,19400870,7.7,128300000
20000000,276665036,1987,2.35,100,100,4121,28000000,6.4,153665036
20000000,318000141,2013,2.35,112,112,9049,20000000,7.5,137387272
20000000,164675402,2003,2.35,105,105,2505,33000000,5.5,132541238
20000000,275726716,1991,1.85,138,138,13184,19000000,8.6,130727000
20000000,183097323,1992,1.85,94,94,4263,20000000,7,121697350
20000000,171685793,2010,1.78,101,101,1787,20000000,7.1,117224271
20000000,208900376,1978,2.35,131,131,1520,20000000,5.7,102922376
20000000,154218168,2008,2.35,91,91,4729,20000000,3.7,94497271
20000000,93931360,2014,1.85,100,100,2654,20000000,4.9,84518155
20000000,98114471,2005,1.85,95,95,3558,32000000,4.6,82301521
20000000,175507800,2011,2.35,115,115,9578,20000000,7.3,82624961
20000000,131945303,2003,1.85,108,108,4403,35000000,7.1,81257845
20000000,118537627,2007,1.85,105,105,2288,20000000,6.9,80050171
20000000,118537627,2007,1.85,105,105,2287,20000000,6.9,80050171
20000000,122133227,1995,1.85,101,101,3816,18000000,5.8,70360285
20000000,111448997,2004,1.85,109,109,6313,37000000,5.4,69148997
20000000,71232214,2003,1.85,117,117,1293,20000000,7.1,67325559
20000000,66776571,2012,1.85,114,114,2753,20000000,4.8,65623128
20000000,92678948,2010,2.35,107,107,2341,20000000,5.8,62933793
20000000,60831067,2010,1.85,121,121,6657,20000000,4.4,60072596
20000000,181025343,2013,2.35,134,134,4251,20000000,8.1,56667870
20000000,56398162,2002,2.35,118,118,2390,20000000,5.7,56398162
20000000,182875643,2016,2.35,110,110,21852,20000000,7.6,56154094
20000000,60961307,2016,2.126976154,100,100,18786,20000000,6.7,55461307
20000000,60961307,2016,2.126976154,100,100,18786,20000000,6.7,55461307
20000000,53976987,1990,1.85,105,105,42330,20000000,7.9,56362352
20000000,66776908,2014,2.35,128,128,3869,20000000,7.5,52066000
20000000,85146165,2006,1.85,85,85,6539,20000000,2.7,48546578
20000000,109862682,2002,1.66,72,72,3402,20000000,5.8,48423368
20000000,140122225,2003,1.85,72,72,4480,20000000,5.4,47887943
20000000,81461343,2007,2.35,96,96,1825,20000000,5.9,47852604
20000000,67192859,2005,1.85,89,89,1383,20000000,4.1,46363118
20000000,96147688,2000,1.78,77,77,575,30000000,6.3,45542421
20000000,90206716,2015,1.85,128,128,1058,20000000,8.1,44988180
20000000,43658157,2015,2.35,111,111,2851,20000000,6.8,42652003
20000000,78769428,2009,1.85,123,123,88953,40455386.33,7,41573740
20000000,86858578,2007,1.85,93,93,4293,20000000,2.3,39737645
20000000,44821299,2008,2.35,110,110,2382,22000000,6.1,39263506
20000000,70743839,2006,1.85,137,137,5746,20000000,5,39143839
20000000,37672944,1998,1.85,124,124,1660,20000000,5.5,37672350
20000000,37537675,1991,1.85,93,93,20188,20000000,6.2,38037513
20000000,41342180,2006,2.35,115,115,52571,20000000,6.2,37442180
20000000,46169871,2016,2.35,107,107,389,20000000,6.3,36874745
20000000,81424988,2010,1.85,82,82,2898,20000000,3.5,36658108
20000000,35841901,1979,2.35,98,98,2110,20000000,5.9,48319332.87
20000000,67950723,2010,2.35,105,105,1454,20000000,6.3,35596227
20000000,35450113,1997,2.35,127,127,1735,20000000,6.7,35422828
20000000,36265745,2011,2.35,90,90,2462,19000000,6.3,35033759
20000000,73135439,2004,1.85,108,108,19364,20000000,8.3,34126138
20000000,47666013,2013,2.35,92,92,1945,11000000,4.8,34334256
20000000,132121212,2006,1.85,143,143,11248,25000000,7.5,34300771
20000000,41296320,2014,2.35,103,103,4662,19800000,6.6,34290142
20000000,53191101,2008,1.85,104,104,33903,20000000,7.5,33422556
20000000,50274834,2004,2.35,98,98,2609,30000000,7.2,32774834
20000000,32051917,1995,2.35,123,123,12338,20000000,6.6,32051917
20000000,48680977,2010,2.35,104,104,5707,20000000,6.4,31584722
20000000,57293371,2008,1.85,128,128,13189,20000000,7.6,31838002
20000000,31678778,1969,2.35,158,158,17775,20000000,6.7,48319332.87
20000000,46604054,2010,2.35,113,113,1136,20000000,6.9,31146570
20000000,68349884,2002,1.85,91,91,1083,35000000,5.5,30079316
20000000,51445503,2009,2.35,98,98,189,20000000,6.5,29975979
20000000,66143005,2008,2.35,111,111,27755,20000000,7.3,30028592
20000000,29227561,2009,2.35,101,101,3292,40455386.33,5.6,29062561
20000000,28933853,2016,2.126976154,96,96,1780,20000000,7.1,28876924
20000000,47881663,2000,1.85,113,113,3141,20000000,7.6,27277055
20000000,30399714,2006,1.85,103,103,14903,40455386.33,6.4,26870825
20000000,44513466,2008,1.85,87,87,1834,27000000,3.9,26876529
20000000,26792700,1996,1.85,101,101,3174,20000000,6.1,53146000
20000000,65454793,2008,2.35,109,109,33878,20000000,6.8,26415649
20000000,47508505,2013,2.35,109,109,278,20000000,7,26003149
20000000,25728961,1996,1.85,108,108,23296,19000000,7.3,25753840
20000000,32838945,2010,2.35,105,105,4813,20000000,5.8,25677801
20000000,30703845,2007,2.35,99,99,3327,20000000,5.9,25584685
20000000,48958353,2010,1.85,90,90,2486,20000000,5.3,25077977
20000000,34614964,2014,2.35,104,104,18760,20000000,6.3,23393765
20000000,38164784,2006,2.35,97,97,3261,20000000,5.3,23292105
20000000,39686769,2011,1.85,109,109,4257,20000000,5.8,23179303
20000000,21413105,1990,2.35,119,119,45841,20000000,6.8,21413105
20000000,27688744,1995,1.85,106,106,3598,20000000,6.8,21200000
20000000,29870801,2009,1.85,89,89,88422,40000000,4.9,20916309
20000000,27911453,2008,2.35,115,115,10507,40455386.33,6.8,20207003
20000000,30808558,2015,2.35,111,111,9941,19500000,6.2,48319332.87
20000000,20081987,2007,2.35,124,124,17050,20000000,7.5,19661987
20000000,34787111,2008,1.85,112,112,3301,40000000,5.9,19151864
20000000,20819601,2007,2.35,113,113,4039,20000000,5.9,18882880
20000000,18826490,1981,1.78,98,98,1761,20000000,5.4,8500000
20000000,18400000,1985,2.35,121,121,2251,20000000,7,48319332.87
20000000,56822960,2007,2.35,148,148,18752,15000000,8.2,18352454
20000000,18310591,1998,1.85,114,114,1816,30000000,6.9,18252684
20000000,55686944,2005,1.85,68,68,861,20000000,6.4,18081626
20000000,17807569,2006,2.35,108,108,4374,20000000,5.9,17803796
20000000,55975672,2012,2.35,95,95,2173,20000000,5,17529157
20000000,22119269,1995,1.85,103,103,25263,20000000,6.6,17518220
20000000,102034104,2004,2.35,99,99,537,20000000,7.8,17104669
20000000,16988996,2002,1.85,88,88,8189,35000000,4,16988996
20000000,59667625,2003,1.85,124,124,7567,20000000,7.7,16248701
20000000,23661038,2009,2.35,88,88,137712,27000000,5.7,15988876
20000000,74180745,2007,2.35,128,128,904,20000000,7.6,15797907
20000000,16612072,2004,2.35,84,84,2915,20000000,5.8,15712072
20000000,17430594,2003,1.85,101,101,2698,20000000,5.6,15408822
20000000,15473333,1965,2.76,225,225,1934,20000000,6.6,8000000
20000000,18250106,2000,1.85,98,98,1189,20000000,5.3,15464026
20000000,19121531,2009,1.85,105,105,2327,40455386.33,7.4,14359793
20000000,33943049,2012,2.35,95,95,1414,20000000,6.1,14291570
20000000,36720752,2008,1.85,88,88,2857,25000000,1.9,14174654
20000000,30163785,2011,1.85,117,117,15713,20000000,6,13987482
20000000,13801755,1997,1.85,94,94,15183,20000000,6.6,13801755
20000000,35472739,2009,1.85,96,96,30541,20000000,6.2,13630226
20000000,32632668,2015,2.35,101,101,16926,20000000,6.6,13650738
20000000,14566246,2004,1.85,99,99,1189,40000000,4.8,12181484
20000000,13725032,2006,2.35,123,123,908,20000000,6.3,13391174
20000000,13383747,1994,1.85,98,98,4302,20000000,7.5,13383737
20000000,29843245,2008,1.85,102,102,500,20000000,6.7,13214030
20000000,26348203,2002,2.35,101,101,3431,30000000,7.1,12987647
20000000,23390380,2016,2.35,115,115,27214,20000000,6.3,12626905
20000000,15466961,2005,1.85,102,102,13156,22000000,6.6,12469811
20000000,12398628,2002,2.35,94,94,2880,20000000,6.1,12398628
20000000,17306648,2009,2.35,108,108,2799,22000000,5.6,12232937
20000000,28270399,2010,2.35,116,116,20258,20000000,7.2,12134420
20000000,11744960,1994,1.85,93,93,1151,20000000,4.3,11784000
20000000,30894247,2008,2.35,102,102,1778,20000000,6.4,11169531
20000000,27836366,2005,1.85,103,103,5637,20000000,7.1,11034436
20000000,10686841,1997,1.85,96,96,11867,20000000,7.4,10569071
20000000,10570375,1999,1.37,98,98,4843,20000000,6.1,10544143
20000000,10555348,1989,2.35,106,106,24887,20000000,6,10555348
20000000,34600000,1996,1.85,101,101,1614,20000000,6.8,9714482
20000000,16907831,2007,2.35,111,111,3309,20000000,6.8,9525276
20000000,9208876,2009,2.35,99,99,23409,21000000,7.2,8855646
20000000,9355369,2004,2.35,88,88,1343,20000000,1.9,9109322
20000000,16723377,2013,1.85,110,110,3177,20000000,5,8888355
20000000,10393696,2005,1.85,83,83,1019,33000000,5.5,8326035
20000000,8135024,2007,1.85,91,91,2700,20000000,4.5,8104069
20000000,8692898,2014,1.85,148,148,707,20000000,6.7,8093318
20000000,8047525,2004,1.85,108,108,2730,20000000,6.3,8054280
20000000,18273009,2013,1.85,107,107,2848,20000000,5.6,7268659
20000000,8000000,1969,2.35,154,154,2172,20000000,7,48319332.87
20000000,28058652,2006,1.85,77,77,2185,20000000,2.8,7382993
20000000,7022183,2008,2.35,83,83,2907,12000000,4.3,7001720
20000000,6882696,2003,2.35,100,100,1267,22000000,6.2,6852144
20000000,6947084,2008,2.35,87,87,4218,20000000,5.3,6563357
20000000,7965983,2015,2.35,106,106,5705,20000000,7.4,6420319
20000000,6201757,1999,1.66,154,154,1690,10000000,7.4,6201757
20000000,8300821,2012,1.85,116,116,21200,20000000,7.2,6002756
20000000,6071433,2014,2.35,125,125,3979,20000000,7,5749134
20000000,14807531,2011,1.85,99,99,23755,15000000,6.5,5702083
20000000,7405084,2006,1.85,100,100,39507,8700000,7.1,5480996
20000000,12967829,2009,2.35,111,111,1573,20000000,6.4,5205343
20000000,8178569,2005,2.35,94,94,838,20000000,2.3,5132655
20000000,14603001,2004,1.85,100,100,2295,20000000,6.1,5005883
20000000,4453327,2008,2.35,114,114,3493,20000000,6.5,48319332.87
20000000,4504111,2008,2.35,119,119,64,20000000,7,4234040
20000000,12397613,2007,2.35,135,135,36398,20000000,7,4001121
20000000,25361206,2012,2.35,93,93,30134,20000000,4.9,3749061
20000000,5531756,2008,2.35,114,114,3014,20000000,6.9,3519627
20000000,4383538,2008,2.35,124,124,24732,21000000,7.5,3081925
20000000,8361736,2003,2.35,114,114,1776,20000000,6.9,2353728
20000000,2000000,1980,2.35,124,124,1462,20000000,4.5,2000000
20000000,5313608,2005,2.35,104,104,2129,2000000,7.4,1900725
20000000,1646664,2003,1.85,80,80,2467,20000000,2.8,1646664
20000000,5345869,2002,2.35,107,107,25088,20000000,7.5,1190018
20000000,6093725,2010,2.35,107,107,1577,20000000,5.1,1183354
20000000,1065907,2012,2.126976154,88,88,1978,20000000,6.7,1064277
20000000,8221700,2008,2.35,125,125,1003,40000000,7.1,1027749
20000000,2282710,2000,2.35,115,115,11433,24000000,6.4,882710
20000000,873617,2010,1.85,101,101,39515,40455386.33,6.3,578382
20000000,3407430,2015,2.35,122,122,22319,10000000,5.3,531009
20000000,10468867,2004,1.85,103,103,991,2127519898,6.9,410388
20000000,375474,2005,2.35,101,101,20354,20000000,6.2,375474
20000000,305070,1994,2.35,107,107,1592,20000000,6.4,305070
20000000,277943,2010,2.35,110,110,3785,20000000,5.4,263365
20000000,47300771,2008,2.35,86,86,82,40455386.33,6.5,206678
20000000,26146072,1998,2.35,118,118,182,140000000,6,146072
20000000,5694213,2002,1.85,100,100,15612,22000000,5.5,121972
20000000,14883495,2015,2.35,106,106,10982,40455386.33,5.7,54734
20000000,23346219,2012,1.78,83,83,15680,20000000,5.8,48319332.87
20000000,22139590,2008,2.35,102,102,1113,25000000,6.2,48319332.87
20000000,5918742,2007,1.85,7,7,726,13000,5.2,48319332.87
20000000,774905,2015,2.35,96,96,17957,20000000,5.6,48319332.87
19700000,16498827,2008,1.85,184,184,1601,20000000,7.4,476270
19400000,15118795,2006,2.35,125,125,2608,19400000,7.5,8047690
19200000,5617460,2013,2.35,105,105,16355,27220000,6.4,48319332.87
19100000,2406666,2011,2.35,109,109,35561,15000000,7.1,1357042
19000000,385524862,1985,1.18,116,116,3230,19000000,8.5,210609762
19000000,424200000,1990,2.35,236,236,2398,22000000,8,184208848
19000000,215448997,2011,1.85,97,97,5547,20000000,5.7,100292856
19000000,58571513,1989,1.85,113,113,15914,19000000,6.8,58571513
19000000,101564935,2003,1.85,95,95,2020,18000000,5.4,56127162
19000000,51733921,2009,1.85,113,113,1465,13000000,4.1,51697449
19000000,70164105,2004,1.85,95,95,3092,20000000,5.9,51431160
19000000,44414369,1980,1.37,146,146,2560,19000000,8.4,48319332.87
19000000,68467960,2001,1.33,91,91,3023,20000000,5.5,41867960
19000000,65090541,1999,1.37,93,93,2872,19000000,5.6,40846082
19000000,56445534,2010,2.35,101,101,2609,20000000,6.5,39103378
19000000,32618920,2010,2.35,100,100,4094,19000000,6.4,12561
19000000,76086711,2013,2.35,131,131,1985,19000000,7.6,21483154
19000000,34352162,2002.130733,1.33,43,43,1462,40455386.33,6.6,48319332.87
19000000,15911332,2000,1.85,85,85,2429,19000000,3.6,15911333
19000000,8123860,2013,2.35,118,118,635,40455386.33,6.2,48319332.87
19000000,7576604,2011,2.35,97,97,5519,23000000,6.3,6923891
19000000,5714913,2012,2.35,121,121,3260,40455386.33,6.4,5308553
19000000,4750000,1964,2.2,172,172,1131,19000000,6.7,48319332.87
19000000,2119994,1993,1.85,92,92,2,19000000,5.7,2119994
19000000,1353824,1996,1.85,116,116,14579,19000000,6.3,1292527
18975000,47751015,2005,2.35,97,97,1876,15000000,6.2,20433940
18500000,109175673,2005,2.35,90,90,120797,19000000,6,64255243
18500000,22498520,2002,1.85,81,81,25489,19000000,7.7,22245861
18500000,32679264,2009,1.85,100,100,7252,18500000,6.4,18439082
18500000,13711903,1998,2.35,118,118,43105,18500000,7.7,10562387
18000000,270594534,2014,2.35,97,97,2771,18000000,6.4,150056505
18000000,351620129,1994,1.85,114,114,2085,18000000,6.9,119938730
18000000,151668774,1988,1.85,130,130,28018,18000000,7.3,114968774
18000000,141809235,2001,2.35,96,96,4380,18000000,6.2,95001351
18000000,130953026,2004,1.85,97,97,5032,17000000,7,86049418
18000000,87000000,1984,2.35,105,105,14762,17000000,6.6,76400000
18000000,144529078,2005,2.35,122,122,2759,20000000,6.7,75072454
18000000,92935067,1999,1.85,88,88,2604,17000000,5.7,65535067
18000000,65842412,2004,1.85,106,106,3956,18000000,5.7,64955956
18000000,92357499,2005,1.85,103,103,1615,17000000,6.3,6061759
18000000,77147031,2003,1.85,98,98,3151,18000000,7.1,60057639
18000000,91651017,2016,2.35,94,94,2259,18000000,6.1,59573085
18000000,67683989,1997,2.35,68,68,10557,17000000,7,53868030
18000000,73695194,2011,2.35,99,99,3567,21000000,6.6,52691009
18000000,51973029,1984,2.35,180,180,3076,18000000,8.3,51600000
18000000,57193655,2008,2.35,89,89,4867,20000000,3.9,43818159
18000000,47158652,2011,2.35,106,106,5024,18000000,7.1,43853424
18000000,57490024,2003,1.85,113,113,1310,18000000,6.7,43601508
18000000,103215094,2014,1.85,119,119,21668,18000000,7.8,42335698
18000000,41382841,1986,1.85,103,103,14672,18000000,6.3,41382841
18000000,41300105,2001,2.35,131,131,3261,19800000,7.3,41300105
18000000,102912961,2013,2.35,98,98,1353,18000000,7.3,33404871
18000000,77635035,2006,2.35,111,111,313,15000000,7.6,31471430
18000000,62646763,2003,1.85,94,94,4868,25000000,5.3,30222640
18000000,26936265,1996,1.85,81,81,2653,18000000,5.3,26906039
18000000,26400000,1984,2.35,103,103,2481,18000000,5.8,26400000
18000000,42167286,2015,2.35,107,107,10691,17000000,5.7,26284475
18000000,24911670,1970,2.35,122,122,2032,18000000,7.2,48319332.87
18000000,27148898,2009,2.35,86,86,727,18000000,5.8,23993605
18000000,23380203,1980,1.85,121,121,23008,18000000,8.3,45250
18000000,36133014,2009,1.85,109,109,4947,18000000,5.6,22927390
18000000,80227619,2009,2.35,123,123,5734,18000000,5,22452209
18000000,19739000,1985,1.85,109,109,605,18000000,6.8,4250320
18000000,60217171,2010,1.85,94,94,11984,18000000,7.6,18329466
18000000,29934477,2000,1.85,94,94,23283,18000000,6.7,17071230
18000000,21361109,2000,2.35,115,115,1201,18000000,6.7,17174870
18000000,16959614,2004,1.85,91,91,18711,18000000,5.2,16702864
18000000,23889158,2001,2.35,125,125,21622,18000000,7.5,15561627
18000000,19685588,2009,1.85,90,90,16004,18000000,6.5,15281286
18000000,17360801,2014,2.35,94,94,1673,18000000,5.7,15155772
18000000,16382538,2009,1.85,102,102,4072,18000000,5.3,14793904
18000000,13747234,1981,2.35,107,107,1067,18000000,7.4,48319332.87
18000000,27491653,2001,2.35,109,109,14995,18000000,6.1,13491653
18000000,13400000,1981,2.35,98,98,927,18000000,5,8000000
18000000,14189810,2013,2.35,111,111,39307,18000000,6.9,13362308
18000000,11813989,2013,2.35,90,90,676,18000000,4.4,10494494
18000000,16011975,1997,1.85,112,112,1466,18000000,7.5,7837632
18000000,14488705,2004,1.85,104,104,847,18000000,7.1,7739049
18000000,7190505,1989,1.37,105,105,2368,18000000,5.5,8508843
18000000,6734844,2000,1.85,114,114,856,1500000,7.9,1221261
18000000,15696146,2009,2.35,112,112,1341,13000000,7,6615578
18000000,6000000,1981,2.35,108,108,1263,18000000,6.7,6000000
18000000,5828466,1994,1.85,127,127,56585,18000000,7.9,5887457
18000000,27794339,2008,2.35,114,114,46944,18000000,7.3,5694401
18000000,5675599,1982,1.85,99,99,1356,20000000,3.5,5333658
18000000,17026609,2009,1.85,117,117,1598,40455386.33,7.4,4806750
18000000,23910210,2013,2.35,116,116,39463,18000000,7.1,4435083
18000000,6841142,2016,2.35,112,112,5671,18000000,6.7,3707794
18000000,9082906,2013,2.35,93,93,1083,40455386.33,7.2,3419967
18000000,13203044,2003,2.35,108,108,14843,18000000,6.4,3203044
18000000,2483790,2002.130733,2.126976154,60,60,1906,40455386.33,6.7,48319332.87
18000000,676698,2002,1.85,103,103,4094,18000000,7.2,676698
18000000,315000,2008,2.35,98,98,2215,18000000,5.1,48319332.87
18000000,627422,2009,2.35,114,114,198,18000000,5.5,48319332.87
18000000,6784,2016,2.126976154,92,92,3212,18000000,5.2,48319332.87
17900000,6905861,1985,2.35,89,89,1243,17900000,5,48319332.87
17700000,14518884,2012,2.35,114,114,25804,14000000,6.2,48319332.87
17500000,169955142,2007,1.85,119,119,17584,20000000,7.6,121463226
17500000,90508336,2009,1.85,103,103,3699,40455386.33,4.1,90485233
17500000,148586910,2008,1.85,98,98,816,23000000,6.2,58006147
17500000,109843390,2005,1.85,80,80,14385,17500000,6.5,51053787
17500000,99135571,2007,2.35,94,94,2124,24000000,6.3,39687528
17500000,36521223,2004,2.35,121,121,4142,17500000,8.1,23472900
17500000,20159316,2006,2.35,110,110,35345,17500000,6.3,19179969
17500000,7285135,2013,2.35,93,93,1373,17500000,4.4,7017178
17500000,325491,2002,1.85,116,116,245,17500000,6,325491
17000000,207765056,2001,1.85,101,101,956,17000000,7.6,96471845
17000000,183316455,1986,1.85,154,154,4228,18500000,8.4,85200000
17000000,136890774,2014,1.85,104,104,3627,17000000,6.5,82389560
17000000,125250091,1997,2.35,99,99,50284,17000000,5.6,72219395
17000000,72045477,1964,2.2,170,170,1164,17000000,7.9,72000000
17000000,109793192,2004,1.85,126,126,2170,12000000,7.5,71502303
17000000,72835710,2013,2.35,123,123,5306,17000000,6.7,70492685
17000000,116044347,2012,1.85,112,112,12676,17000000,7.2,64998368
17000000,97778356,2013,2.35,96,96,673,17000000,6.5,54239856
17000000,45707924,2015,2.35,129,129,952,17000000,7.4,44469602
17000000,70355813,2006,2.35,108,108,4500,15000000,6.4,41777564
17000000,95092667,2002,1.85,96,96,3294,17000000,5.6,37939782
17000000,57263440,2006,2.35,109,109,19410,17000000,6.7,35635046
17000000,30331165,1998,1.85,82,82,9271,17000000,6.2,30324946
17000000,38028230,2011,2.35,86,86,17396,17000000,5.6,27854896
17000000,24719879,2010,2.35,99,99,4797,40455386.33,4.9,24708699
17000000,23734486,2003,2.35,98,98,2713,17000000,5.6,22734486
17000000,21170563,2006,2.35,105,105,1538,40455386.33,6,21160089
17000000,19693891,2001,1.85,108,108,3344,34000000,4.9,19693891
17000000,16316273,1998,1.85,121,121,2365,17000000,7.5,16311763
17000000,15680099,2006,1.33,89,89,2135,4000000,3.1,15655665
17000000,11634458,1999,1.85,73,73,2020,17000000,5.8,11634458
17000000,11227824,1987,2.35,134,134,3007,17000000,3.6,15681020
17000000,10000000,1963,2.2,154,154,1567,9000000,6.8,48319332.87
17000000,20465206,2009,1.85,98,98,2016,17000000,5.9,8662318
17000000,16510971,2006,1.85,107,107,5992,19000000,5.5,7156725
17000000,8607815,2007,1.85,94,94,760,40455386.33,3.3,7070459
17000000,9729088,2006,2.35,122,122,27381,17000000,7.4,6855137
17000000,10637281,2012,2.35,83,83,730,17000000,4.1,4930798
17000000,2694071,2004,2.35,128,128,1727,40455386.33,6.7,2694071
17000000,2315000,1986,1.85,97,97,805,17000000,3,2315683
17000000,2110050,1981,2.35,102,102,1262,17000000,6.4,2000000
17000000,364607,2006,2.35,160,160,2340,17000000,5.5,273420
17000000,766112,2014,2.126976154,120,120,14492,17000000,6.6,106869
16800000,7155967,2016,2.35,111,111,824,18500000,5.4,6462576
16800000,2281089,2006,1.85,122,122,25173,16800000,6.5,220914
16500000,58011485,1991,1.85,102,102,5433,16500000,6.8,59847242
16500000,43848100,1987,1.85,126,126,1607,15000000,7.4,43848100
16500000,134993774,1995,1.85,136,136,41059,16500000,7.7,42700000
16500000,39380876,2007,2.35,120,120,12554,16500000,7.1,18663911
16500000,16157923,2003,1.85,126,126,2282,15000000,7.6,13005485
16500000,13636339,2007,2.35,108,108,2785,16500000,6.3,11702090
16400000,239500000,1989,1.85,128,128,51609,16400000,8,95860116
16000000,246400000,1994,1.85,113,113,2985,16000000,7.3,127175354
16000000,92831115,1989,1.85,89,89,485,16000000,7.6,92823600
16000000,119739110,2000,1.85,94,94,3889,15600000,6.5,68525609
16000000,53977250,1982,1.85,129,129,2330,16000000,7.8,54000000
16000000,54294169,1999,1.85,106,106,23369,16000000,6.4,52885587
16000000,68582095,2012,1.85,94,94,27911,16000000,7.8,45507053
16000000,128256712,2011,1.33,100,100,4606,15000000,8,44667095
16000000,78208812,2009,2.35,89,89,12183,16000000,4.8,42638165
16000000,78208812,2009,2.35,89,89,12183,16000000,4.8,42638165
16000000,40363530,2002,1.85,80,80,3058,16000000,3.3,40363530
16000000,50517763,2006,1.85,83,83,26402,16000000,5.9,39511038
16000000,52545707,2011,2.35,91,91,5349,16000000,4.8,37300107
16000000,43057552,2001,1.85,94,94,4194,35000000,5.4,33357476
16000000,29090445,1991,1.85,110,110,874,15000000,5.5,30102717
16000000,28734552,2001,1.85,130,130,3107,16000000,6.4,28734552
16000000,30987695,2001,1.85,91,91,2543,17700000,5.9,27087695
16000000,50103808,2008,1.85,114,114,3485,16500000,4.9,26896744
16000000,81742618,2007,2.35,121,121,485,8000000,7.9,23618786
16000000,104504817,2008,1.85,96,96,19894,15500000,7.2,23213577
16000000,56506120,2010,1.85,113,113,22088,16000000,7.2,19057024
16000000,21657770,2002,1.85,109,109,2572,16000000,7.2,16346122
16000000,31943401,2009,1.85,107,107,24805,16000000,5.1,16204793
16000000,15980376,2000,1.85,96,96,11078,16000000,5.6,15427192
16000000,14792779,1987,1.85,88,88,1653,16000000,7.6,14792779
16000000,14108518,2003,1.85,101,101,1882,16000000,5.7,14108518
16000000,14553807,2004,1.85,92,92,3935,16000000,4.4,13922211
16000000,13854000,1988,1.85,105,105,14677,20000000,5.2,13854000
16000000,11810854,1999,2.35,100,100,2389,16000000,7,15500000
16000000,11540112,2004,1.85,97,97,3835,40455386.33,3.6,11540112
16000000,12900000,1986,1.85,110,110,1852,16000000,7.2,5900000
16000000,14839383,2002,1.85,112,112,12766,16000000,6.6,4839383
16000000,4734235,2000,1.85,112,112,1227,15000000,6,4734235
16000000,4217115,1999,2.35,95,95,2518,15000000,6.8,4193025
